1.02 -1.09 1.50 0.5 -0.48 0.52 -0.71 0.21 0.97 -0.15 0 0
3.49 0.58 -1.87 0.5 -0.87 -0.15 0.47 -0.42 0.77 -0.48 0 1
0.38 0.89 -2.15 0.5 -0.16 -0.38 0.91 -0.23 0.93 0.28 0 0
0.82 0.33 -1.26 0.5 -0.53 -0.22 0.82 0.72 -0.31 0.62 0 0
-1.91 1.27 2.12 0.5 0.61 -0.41 -0.68 -0.16 0.94 0.31 0 0
0.93 2.36 0.06 0.5 -0.37 -0.93 -0.02 -0.50 -0.45 -0.74 0 1
-3.64 -1.27 -0.39 0.5 0.94 0.33 0.10 0.39 -0.80 0.46 0 1
-1.16 -0.08 -0.23 0.5 0.98 0.07 0.20 -0.06 -0.05 1.00 0 1
1.16 -1.00 -1.19 0.5 -0.60 0.52 0.61 -0.05 -0.21 0.98 0 1
-0.06 -3.05 -0.16 0.5 0.02 1.00 0.05 0.34 -0.81 0.48 0 0
-2.02 1.63 -1.37 0.5 0.69 -0.56 0.47 -0.82 -0.33 -0.47 0 1
-1.19 -0.94 -0.42 0.5 0.76 0.60 0.27 -0.69 0.25 0.68 0 1
0.29 -2.19 0.82 0.5 -0.12 0.93 -0.35 0.79 -0.61 0.07 0 1
0.31 1.73 -1.61 0.5 -0.13 -0.72 0.68 -0.60 -0.80 -0.06 0 0
-1.56 -0.07 0.98 0.5 0.85 0.04 -0.53 0.86 -0.26 0.44 0 0
-0.33 -3.52 -0.79 0.5 0.09 0.97 0.22 0.65 -0.76 0.05 0 0
-1.64 -3.24 0.25 0.5 0.45 0.89 -0.07 -0.61 0.37 -0.70 0 1
-0.09 -0.68 0.85 0.5 0.08 0.62 -0.78 -0.50 -0.69 0.53 0 1
-2.32 -3.25 0.14 0.5 0.58 0.81 -0.03 0.89 0.46 0.05 0 0
2.88 0.11 1.27 0.5 -0.91 -0.03 -0.40 0.68 -0.62 0.39 0 0
0.67 0.61 -1.44 0.5 -0.39 -0.36 0.85 -0.15 0.96 0.23 0 1
-1.08 1.87 -2.76 0.5 0.31 -0.53 0.79 -0.62 0.40 0.67 0 1
1.82 -0.24 -2.11 0.5 -0.65 0.09 0.75 0.76 -0.64 -0.10 0 0
-0.87 1.56 -0.18 0.5 0.48 -0.87 0.10 -0.60 0.61 0.51 0 1
0.45 0.55 0.92 0.5 -0.39 -0.47 -0.79 -0.54 0.53 0.65 0 0
-1.84 -0.03 -0.63 0.5 0.95 0.01 0.32 0.13 0.11 -0.99 0 1
-0.01 -1.03 0.36 0.5 0.01 0.94 -0.33 0.00 0.93 -0.37 0 0
0.32 -0.21 -1.89 0.5 -0.16 0.11 0.98 0.33 0.56 0.76 0 1
2.67 0.99 2.42 0.5 -0.71 -0.27 -0.65 0.37 -0.90 0.24 0 0
1.68 -1.47 -0.19 0.5 -0.75 0.66 0.08 -0.47 0.65 -0.59 0 1
-0.41 -1.36 1.12 0.5 0.23 0.75 -0.62 0.55 -0.48 0.68 0 1
-0.34 0.77 0.66 0.5 0.32 -0.72 -0.62 0.68 0.04 0.73 0 1
-0.35 2.85 -1.65 0.5 0.11 -0.86 0.50 0.66 -0.58 -0.48 0 1
1.00 1.35 2.10 0.5 -0.37 -0.50 -0.78 -0.47 -0.88 -0.05 0 0
-1.22 -1.06 1.22 0.5 0.60 0.52 -0.60 -0.98 0.14 0.17 0 0
2.22 -2.74 0.81 0.5 -0.61 0.76 -0.22 0.69 0.73 0.02 0 1
0.66 -0.06 0.85 0.5 -0.61 0.06 -0.79 0.29 0.70 -0.65 0 1
-1.90 -0.34 2.16 0.5 0.66 0.12 -0.75 1.00 -0.08 0.02 0 0
1.07 -1.05 0.32 0.5 -0.70 0.68 -0.21 0.44 -0.65 0.63 0 0
2.65 -2.57 0.11 0.5 -0.72 0.70 -0.03 0.72 0.04 0.69 0 1
-0.63 -1.14 -3.57 0.5 0.17 0.30 0.94 -0.62 0.13 -0.77 0 0
